lat,lng
34.016587859113436,-118.27320245353721
34.010201435888696,-118.24062020795571
34.02767259357616,-118.25005098444323
34.01737159762675,-118.22550532226259
34.012070057264005,-118.24167731514096
34.00057785726283,-118.21426145181161
34.061138224830295,-118.2459755479673
34.04184415252869,-118.20868308197596
34.087827378441155,-118.21619671462545
34.03141080762541,-118.2601878164452
34.08388913121561,-118.28049893818786
34.02950916252817,-118.2796362357074
34.01506423366684,-118.20929290809393
34.03000060104673,-118.29930170447663
34.08060565709892,-118.29992898201222
34.0493217647936,-118.28647987868044
34.029608430398596,-118.24676457347591
34.08245494557974,-118.21883726290685
34.08191741590344,-118.2013660567034
34.03018882026808,-118.27073519165216
34.028427426780894,-118.25296217195806
34.03763002142589,-118.28934688214267
34.04596012474407,-118.2471999633989
34.006972091351564,-118.22874257028593
34.07260136931382,-118.2795444747239
34.09882797849855,-118.22833407641312
34.09243616822172,-118.22023536241905
34.096698876249214,-118.28447494414023
34.02992798362045,-118.27310172029527
34.070659508556176,-118.21951358258104
34.07167206187117,-118.28736344144156
34.07579038542453,-118.27464084322001
34.08365137473879,-118.24774067775253
34.07114589729213,-118.20658983026968
34.03360018529718,-118.23981518085722
34.029451834750525,-118.20545219638875
34.08529981246026,-118.26809248716113
34.087875432678906,-118.23329551427207
34.0504377791731,-118.28413630517076
34.086579171681834,-118.29459693082103
34.081727447588364,-118.25227280933167
34.07433615159312,-118.2821298128102
34.00603486377435,-118.21846591667631
34.03351127666312,-118.21342174263769
34.08310014268175,-118.20020368775175
34.040365490110794,-118.28198658362126
34.0725106953011,-118.23460188848959
34.08341665039957,-118.21447973879756
34.003777190886446,-118.23311842463323
34.09029573123519,-118.25442031072845
34.021859360367316,-118.22966418697143
34.04447157211603,-118.29313423441097
34.0508285219446,-118.224987334546
34.054406412298306,-118.23916904300351
34.05192086540898,-118.24301339847379
34.04998509064957,-118.20808189463744
34.06452146050278,-118.24449581909163
34.03779475992275,-118.28991971547194
34.08311629567807,-118.23652466089236
34.057019076401886,-118.28183950545042
34.035993142904516,-118.27473390147112
34.02736944664935,-118.2135736025898
34.03102442139049,-118.25775046065839
34.06637417853719,-118.2557850836241
34.00650519767991,-118.23673645869408
34.07247436249871,-118.23697212576015
34.048220620952335,-118.2992046902569
34.026354569161654,-118.29797074879535
34.05996869057948,-118.2660893669653
34.04473374286061,-118.22211772847751
34.055369585093736,-118.21555082054343
34.071916245862525,-118.26771017123428
34.02846736816353,-118.25295137698267
34.0530460921897,-118.28393742740006
34.091353295330215,-118.21368248456304
34.08630044690129,-118.28757352022417
34.07353041571479,-118.23930751795218
34.06244484651475,-118.29363614526964
34.09222262763756,-118.24219748058319
34.07437862802018,-118.22276740292989
34.002760108726356,-118.26744694352087
34.054849883549025,-118.26832701775336
34.083733824838504,-118.21477540709547
34.04443357159058,-118.27514452407374
34.0586403391316,-118.20064990889074
34.09448740158696,-118.25280079139856
34.016696766053194,-118.22038177555909
34.009623915173584,-118.24159447085316
34.0252921723996,-118.26970185064319
34.099380877472676,-118.21636809293838
34.06872491412996,-118.29102798419723
34.0455751064819,-118.20743220591191
34.022911513884644,-118.29564746463332
34.00662592492091,-118.2252324152731
34.057149737460975,-118.28922517955664
34.060142994941884,-118.24951497131761
34.071592783929475,-118.20969031439358
34.042726121865776,-118.27451292916481
34.09382390232295,-118.20432756084823
34.089464812688824,-118.21094672244978
34.07225108815229,-118.26246208785489
34.06665630123382,-118.23384335630439
34.07717023853751,-118.27248732256382
34.041885627837296,-118.27013216162236
34.03164163325377,-118.27447884624618
34.082026369885924,-118.20970952590474
34.01690409010655,-118.22998944026712
34.08060223398575,-118.27395454603196
34.05806958453834,-118.27326599403675
34.007547066558516,-118.24288172214371
34.073281721053576,-118.27972545761631
34.011957645018654,-118.26187261413897
34.045726198184845,-118.28733589459651
34.09114834562665,-118.23841464855678
34.099097572140415,-118.22142439822785
34.006484223558445,-118.27715611238095
34.095059754209956,-118.23868274507394
34.00942879534231,-118.29659632048723
34.09697791270231,-118.29933338160384
34.09079341512851,-118.21502201578805
34.053389220467395,-118.20604996758033
34.00551970074527,-118.29713970431771
34.05918133720632,-118.22925911969948
34.062798557897196,-118.25580223511751
34.05326510151005,-118.20809699778998
34.093419410884906,-118.2658345408158
34.09517025112689,-118.2686568424435
34.00606865366025,-118.26877462748291
34.038848369375565,-118.26906681150815
34.00682295372614,-118.2715189067057
34.090364547814865,-118.22952964027853
34.099784145097935,-118.28404721995265
34.06223412687714,-118.29828851962348
34.049994564970206,-118.25891739941012
34.02109692350125,-118.26667533108103
34.085130989976996,-118.2519246745719
34.02364478906415,-118.21112608551209
34.037314268851006,-118.21594806897781
34.04734512324425,-118.26074560732563
34.061472253749045,-118.26391479165916
34.05910356933222,-118.25756416540074
34.08481108927017,-118.202094737596
34.00632698205939,-118.29015689173882
34.026899587147774,-118.2493742587905
34.06599444646978,-118.20976128924691
34.02345023928958,-118.28422679539743
34.09603795565543,-118.2652593504707
34.003034166104385,-118.25177439297492
34.04584903855585,-118.2328203764938
34.035923732399155,-118.29164190620013
34.07078018422595,-118.21650575518018
34.0447536525521,-118.29200399427803
34.00386305514282,-118.25951289644868
34.050401284195885,-118.23692911245634
34.0847036422802,-118.21788065834232
34.09063147170718,-118.22125804343244
34.09864215073946,-118.28240424301617
34.08153434085529,-118.21232086434918
34.021986906402844,-118.23285446569389
34.01090465081379,-118.25551931669972
34.096604247368376,-118.22987853192315
34.00266560165455,-118.28266973286081
34.050711693292826,-118.2162601380487
34.04904451808949,-118.20398623254549
34.031435655432375,-118.25409962640673
34.07723897163332,-118.2407366691163
34.02765701845437,-118.2340275297072
34.02531326479872,-118.29838885215685
34.040091856283304,-118.25749115469192
34.05902395703035,-118.29285431574912
34.060904068485044,-118.21524711641443
34.029029310093044,-118.2537390409085
34.02777017595365,-118.2967546782964
34.01300930847687,-118.23932830350309
34.06424234016666,-118.24343114171674
34.0435596572464,-118.23172987237281
34.04956114459001,-118.27960161242916
34.052674032881946,-118.26895346728736
34.00291058984288,-118.25080090010884
34.061522387307015,-118.25620913395448
34.01761563747807,-118.23953721820997
34.0870277307282,-118.28125657412751
34.06066735747506,-118.23644442806552
34.06681290808551,-118.29213069415135
34.00996273313879,-118.29493850847646
34.02180796308382,-118.27974283694125
34.036379418871846,-118.22802367719707
34.000254322060876,-118.29349931422746
34.094044302784674,-118.25535431620732
34.09190211152648,-118.24799442336314
34.047188746239335,-118.20691366017678
34.01707647294851,-118.2544301288323
34.09905591863477,-118.21560454196903
34.0489873857498,-118.244427568355
34.093343794295485,-118.22115691445028
34.033266209304045,-118.25944479063259
34.049478024863156,-118.24451696581647
34.00404518616517,-118.25080526436767
34.029731639104824,-118.20082962825413
34.002485630231234,-118.29629048328806
34.032236062559285,-118.29043911767928
34.003178215459144,-118.2917210371238
34.027006062508654,-118.29997567659925
34.06125131894213,-118.20186378413531
34.06670143737268,-118.27584436777524
34.087828663297934,-118.208359421251
34.08236716697629,-118.27607964798727
34.03894085910143,-118.29210567245106
34.04681199848583,-118.24822087702103
34.042148415254026,-118.26388754275268
34.042704443754836,-118.27810584152253
34.060516770856005,-118.28103569136276
34.054070195599,-118.2154079649572
34.08770244796899,-118.24711908068898
34.06012289922886,-118.26880804157614
34.091790160356474,-118.26416894279645
34.043074769185466,-118.25006753510138
34.00993285505866,-118.28503714798413
34.02552011031916,-118.26068025849665
34.003659272438966,-118.24325386520573
34.06132069318568,-118.20119027222957
34.09110387805048,-118.28299147679098
34.00160721385101,-118.25654090063368
34.053464125207874,-118.25155064309034
34.01533890104093,-118.2867795738746
34.03339763332648,-118.23355932937218
34.03633473316841,-118.26910143285974
34.04080791531988,-118.23788347082281
34.01465747592806,-118.21277068153717
34.083841368307915,-118.20226316032492
34.07235253810698,-118.26773259179554
34.06921398307011,-118.21345529655491
34.055719962640254,-118.26595314563765
34.01958182798361,-118.21135675681133
34.04683389100186,-118.2037994811272
34.09098939245314,-118.21578877556833
34.087147620214985,-118.22511820465449
34.05112756295534,-118.23789608634944
34.083899207012706,-118.23087371290481
34.052073626637764,-118.24140842456882
34.06681574931613,-118.24344965426963
34.08365177019542,-118.25720952563856
34.09770483225727,-118.222071079354
34.04721995770452,-118.25889430552418
34.02897299459298,-118.24893774984292
34.030285130012636,-118.2943714616474
34.01394080053312,-118.23742232703998
34.06287731208142,-118.20638174846152
34.06041903754328,-118.27243785746734
34.06695995817843,-118.27310620236027
34.03620104204554,-118.23761558428941
34.06867289275879,-118.20689302993794
34.007681975643855,-118.29852947568187
34.048434621511795,-118.26958552263395
34.09804130725774,-118.22514975893189
34.00745160577617,-118.29643623418482
34.00097234119577,-118.28023474739112
34.05037704379165,-118.28900069290603
34.06464896125138,-118.22710039014386
34.07814303701916,-118.2036866844341
34.01064366873026,-118.2123724579126
34.04557851193141,-118.28351321023823
34.06756462528079,-118.21865601103889
34.096575379747165,-118.27432843086426
34.013850988906455,-118.27617548944848
34.05756344351846,-118.27457604861016
34.066129781910675,-118.26838391957011
34.097904483003155,-118.28515533512429
34.08403502088193,-118.28932832467459
34.09722810656666,-118.2170996472566
34.0546625873132,-118.29853454052268
34.07178798018988,-118.22794689596279
34.07072329315091,-118.23109092887235
34.066590871583465,-118.255035768744
34.000738570998145,-118.26409631086891
34.08458039892462,-118.28068678721047
34.0252153531443,-118.29652783072493
34.068691925391356,-118.21175862741521
34.070571740092916,-118.29007009674267
34.057012090983626,-118.28895348208432
34.098281982485744,-118.2853343562982
34.05346490103913,-118.27621043344551
34.06117425754665,-118.23160001445538
34.017295276049026,-118.21685790175914
34.081256031750925,-118.20108451292535
34.09657907498549,-118.25487512517974
34.06289862782973,-118.27699099251701
34.08158285669789,-118.26451826155328
34.08195856977952,-118.26201006211737
34.06434604572051,-118.21610533992546
34.05817983861447,-118.23459085425822
34.088505922272006,-118.26508094115033
34.085860542388566,-118.23540802246896
34.00224702411608,-118.27421571108174
34.09052851223016,-118.27403600762547
34.08106219502296,-118.2595187364248
34.067809694093434,-118.21547883515072
34.083534856459686,-118.2227306931596
34.027602753265946,-118.211081654543
34.08799150141005,-118.23558099721724
34.004729379586756,-118.24950815156568
34.04001438477034,-118.23121104591954
34.056744202591084,-118.27940479330856
34.02960023072775,-118.25645046450812
34.080550441502815,-118.27664169250853
34.06798874875338,-118.26540581759538
34.099347484007914,-118.27615627778052
34.01995861945189,-118.22248331132431
34.00624312867214,-118.21171396486737
34.079723693676314,-118.25410978063348
34.02097377188796,-118.20236690569847
34.02688550207535,-118.2785690429861
34.06907627157326,-118.2467206246964
34.05486130696685,-118.259660161495
34.04382425975706,-118.24669580134962
34.02854690739142,-118.20178025286891
34.06677562563669,-118.25262312231379
34.044064398136314,-118.22783164062609
34.02062093611527,-118.27618725986699
34.07330299356178,-118.29630662576228
34.07706540813483,-118.28284220725993
34.076965751544016,-118.21444025892217
34.024383710117846,-118.26147963492556
34.07630066809274,-118.2375355959405
34.05240979267316,-118.22639727970639
34.04217645475513,-118.29578179610205
34.08777509357661,-118.24602421175555
