lat,lng
34.006766695884245,-118.22129390907571
34.021059167782944,-118.2686594960809
34.02393804401886,-118.27319556614997
34.04015981448185,-118.23142403275992
34.07202662645083,-118.27956567863201
34.0726106301935,-118.24991067795551
34.080345732795365,-118.20847723086337
34.04611227236139,-118.25854803027802
34.04837129111957,-118.20163138825804
34.09161837967577,-118.23621791777862
34.011401353977334,-118.28560267356913
34.024645918521095,-118.2914148212342
34.02828977261999,-118.25734668351973
34.02007722817757,-118.26549860599863
34.05616722193248,-118.2306383060778
34.00131312722499,-118.28158223612148
34.02388414300675,-118.27075463856389
34.042161943016175,-118.21079413543913
34.05707018050131,-118.28057037879142
34.0381508207533,-118.2460959451174
34.04696654824241,-118.24448078579013
34.054840881100176,-118.28207107146541
34.014240220490215,-118.20261409526209
34.017752614295965,-118.22207329891641
34.0501567850622,-118.22251729375647
34.03045750950326,-118.27936875658253
34.092547381679,-118.293241821502
34.07681464072596,-118.21311487865279
34.07258641360673,-118.2270505481962
34.00853296715066,-118.24275548185732
34.047748817938995,-118.23664401579695
34.0838816651342,-118.29848886162601
34.085960840526916,-118.29323525447045
34.001349173421524,-118.29867781449535
34.08405954083451,-118.28774880566671
34.02578324872858,-118.20973145493078
34.04282374243068,-118.24087542805314
34.01314100248878,-118.25824007896317
34.07564053157644,-118.27481025643202
34.02368225682812,-118.20363931210798
34.07526052315604,-118.20529447375093
34.034184201500864,-118.28499535288967
34.07051223766323,-118.290653929442
34.056983161984164,-118.28969992678853
34.056713196325965,-118.2575527564396
34.04839604001319,-118.26437565868437
34.07340580533343,-118.25018313211972
34.022302119359125,-118.21493579619337
34.09894421405259,-118.24991999297367
34.08811011899633,-118.27349276842101
34.09508268413606,-118.21890526703565
34.08909258259583,-118.29516007596564
34.06357638799002,-118.22067530862189
34.032291324177095,-118.27145593879636
34.01389808545098,-118.23486549607156
34.00749616223941,-118.2669409590592
34.090826800340594,-118.21936629257313
34.007451948515026,-118.22525452428418
34.010534801853005,-118.22082470759116
34.0050390947215,-118.28877672646134
34.03751270284281,-118.29406062074392
34.036456463599265,-118.29666194946354
34.0598579142102,-118.27306868911671
34.01258561781103,-118.23270808422521
34.00597540470816,-118.29904751994532
34.04251669249116,-118.23895275673138
34.039663171461434,-118.25130361214336
34.01637027743982,-118.25976304138916
34.08482673279019,-118.21745324954668
34.09390038461578,-118.2467231505052
34.0973488556945,-118.28905976395498
